"","idiom_id","doc_id","doc_name","left_context","idiom_found","right_context","idiom_lemma","pos","pos_head","xml_id","with_verb","verb","amountofnouns","id","doc_type","doc_type_name","sentenceid","most_common_lemma","idiom_length_orig","idiom_length_this"
"2758",12,"WR-P-E-G-0000005446","Subtitles for Zeppos II (8)"," Ja . Je kunt evengoed","water naar de zee"," dragen . Zijn jullie daarvoor","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.43.s.1.w.4 p.43.s.1.w.5 p.43.s.1.w.6 p.43.s.1.w.7",1,"dragen",2,18852,"WR-P-E-G","subtitles","WR-P-E-G-0000005446-p.43.s.1","water naar de zee dragen",5,5
"2759",12,"WR-P-E-A-0000552614","Aantal vreemdelingen in België nog nooit zo hoog"," doet ? t ' is","water naar de zee"," dragen immers . ","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.4.s.1.w.4 p.4.s.1.w.5 p.4.s.1.w.6 p.4.s.1.w.7",1,"dragen",2,18853,"WR-P-E-A","discussion lists","WR-P-E-A-0000552614-p.4.s.1","water naar de zee dragen",5,5
"2760",12,"WR-P-E-A-0000896298","Onleefbaarheid Vlaanderen : Carrefour sluiten vestigingen door onveiligheid burgers"," oorzaken doen , blijft het","water naar de zee"," dragen . ","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.5.s.2.w.28 p.5.s.2.w.29 p.5.s.2.w.30 p.5.s.2.w.31",1,"dragen",2,18854,"WR-P-E-A","discussion lists","WR-P-E-A-0000896298-p.5.s.2","water naar de zee dragen",5,5
"2761",12,"WR-P-E-A-0000754565","Hoezo onze vrijheid in gevaar?"," uit . Het is als","water naar de zee"," dragen . Zoals ik al","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.2.s.5.w.4 p.2.s.5.w.5 p.2.s.5.w.6 p.2.s.5.w.7",1,"dragen",2,18855,"WR-P-E-A","discussion lists","WR-P-E-A-0000754565-p.2.s.5","water naar de zee dragen",5,5
"2762",12,"WR-P-E-L-0000000565","Unspecified"," . Dat is dus geen","water naar de zee"," dragen :) Nu bij het","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","text.1.event.1517.s.3.w.5 text.1.event.1517.s.3.w.6 text.1.event.1517.s.3.w.7 text.1.event.1517.s.3.w.8",1,"dragen",2,18856,"WR-P-E-L","tweets","WR-P-E-L-0000000565-text.1.event.1517.s.3","water naar de zee dragen",5,5
"2763",12,"WR-P-E-L-0000000271","Unspecified"," Minister Schippers blijft goed bedoeld","water naar de zee"," dragen http://t.co/vtpjiyP via @2Miljoen #Gnome","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","text.1.event.924.s.1.w.6 text.1.event.924.s.1.w.7 text.1.event.924.s.1.w.8 text.1.event.924.s.1.w.9",1,"dragen",2,18857,"WR-P-E-L","tweets","WR-P-E-L-0000000271-text.1.event.924.s.1","water naar de zee dragen",5,5
"2764",12,"WR-P-P-G-0000118081","Chaos"," maar toch een gevalletje van","water naar de zee"," dragen . Minister Zalm vindt","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.2.s.2.w.9 p.2.s.2.w.10 p.2.s.2.w.11 p.2.s.2.w.12",1,"dragen",2,18858,"WR-P-P-G","newspapers","WR-P-P-G-0000118081-p.2.s.2","water naar de zee dragen",5,5
"2765",12,"WR-P-E-L-0000000604","Unspecified"," leenstelsel juist bedoeld om geen","water naar de zee"," te dragen ! Hier pak","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","text.1.event.2486.s.2.w.7 text.1.event.2486.s.2.w.8 text.1.event.2486.s.2.w.9 text.1.event.2486.s.2.w.10",1,"dragen",2,18859,"WR-P-E-L","tweets","WR-P-E-L-0000000604-text.1.event.2486.s.2","water naar de zee dragen",5,5
"2766",12,"WR-P-E-L-0000000106","Unspecified"," accu á 96 euro !","Water naar de zee"," dragen ? http://twitpic.com/kcmxc Autocentrum Rosmalen","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","text.1.event.767.s.2.w.1 text.1.event.767.s.2.w.2 text.1.event.767.s.2.w.3 text.1.event.767.s.2.w.4",1,"dragen",2,18860,"WR-P-E-L","tweets","WR-P-E-L-0000000106-text.1.event.767.s.2","water naar de zee dragen",5,5
"2767",12,"WR-P-P-G-0000650921","De Spaanse invasie"," dan zal er nog veel","water naar de zee"," gedragen moeten worden . Dat","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.10.s.1.w.15 p.10.s.1.w.16 p.10.s.1.w.17 p.10.s.1.w.18",1,"dragen",2,18861,"WR-P-P-G","newspapers","WR-P-P-G-0000650921-p.10.s.1","water naar de zee dragen",5,5
"2768",12,"WR-P-P-H-0000148951","Vuurtoren"," mer ( Het koninkrijk dat","water naar de zee"," draagt -- Uitg. Autrement )","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.4.s.2.w.13 p.4.s.2.w.14 p.4.s.2.w.15 p.4.s.2.w.16",1,"dragen",2,18862,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000148951-p.4.s.2","water naar de zee dragen",5,5
"2769",12,"WR-P-P-H-0000075044","Lasten zonder lusten"," lastenvermindering "" water en veel","water naar de zee"," dragen "" . En :","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.7.s.4.w.12 p.7.s.4.w.13 p.7.s.4.w.14 p.7.s.4.w.15",1,"dragen",2,18863,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000075044-p.7.s.4","water naar de zee dragen",5,5
"2770",12,"WR-P-P-H-0000118451","Haven - Seizoen 1"," . ' Dat is als","water naar de zee"," dragen. ' ) , alleen","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.8.s.3.w.5 p.8.s.3.w.6 p.8.s.3.w.7 p.8.s.3.w.8",1,"dragen",2,18864,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000118451-p.8.s.3","water naar de zee dragen",5,5
"2771",12,"WR-P-P-H-0000146942","Opinie -- Water naar de zee"," onverantwoorde bonussen . Dat is","water naar de zee"," dragen . Dergelijke subsidies zouden","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.5.s.4.w.3 p.5.s.4.w.4 p.5.s.4.w.5 p.5.s.4.w.6",1,"dragen",2,18865,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000146942-p.5.s.4","water naar de zee dragen",5,5
"2772",12,"WR-P-P-H-0000167707","Pleidooi voor ontherfking"," inderdaad in een aantal gevallen","water naar de zee"," dragen was , stortten zowel","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.1.s.1.w.14 p.1.s.1.w.15 p.1.s.1.w.16 p.1.s.1.w.17",1,"dragen",2,18866,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000167707-p.1.s.1","water naar de zee dragen",5,5
"2773",12,"WR-P-P-H-0000174381","Profiel: Wim Duisenberg"," komt interveniëren immers neer op","water naar de zee"," dragen . Voorts zei Duisenberg","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.7.s.5.w.10 p.7.s.5.w.11 p.7.s.5.w.12 p.7.s.5.w.13",1,"dragen",2,18867,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000174381-p.7.s.5","water naar de zee dragen",5,5
"2774",12,"WR-P-P-H-0000122063","Cultuur"," . Er wordt dus geen","water naar de zee"," gedragen en wij betalen geen","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.4.s.11.w.5 p.4.s.11.w.6 p.4.s.11.w.7 p.4.s.11.w.8",1,"dragen",2,18868,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000122063-p.4.s.11","water naar de zee dragen",5,5
"2775",12,"WR-P-P-G-0000136519","Inval"," besef dat dit soort acties","water naar de zee"," dragen is ? En onzinnig","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.1.s.5.w.13 p.1.s.5.w.14 p.1.s.5.w.15 p.1.s.5.w.16",1,"dragen",2,18869,"WR-P-P-G","newspapers","WR-P-P-G-0000136519-p.1.s.5","water naar de zee dragen",5,5
"2776",12,"WR-P-P-G-0000703928","Project"," de clubs gelijk staan met","water naar de zee"," dragen . Bovenal is een","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.10.s.3.w.19 p.10.s.3.w.20 p.10.s.3.w.21 p.10.s.3.w.22",1,"dragen",2,18870,"WR-P-P-G","newspapers","WR-P-P-G-0000703928-p.10.s.3","water naar de zee dragen",5,5
"2777",12,"WR-P-P-G-0000057983","Minder misdrijven in Utrecht, maar meer meldingen geweld"," laten vallen , is het","water naar de zee"," dragen . '' Door een","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.7.s.3.w.10 p.7.s.3.w.11 p.7.s.3.w.12 p.7.s.3.w.13",1,"dragen",2,18871,"WR-P-P-G","newspapers","WR-P-P-G-0000057983-p.7.s.3","water naar de zee dragen",5,5
"2778",12,"WR-P-P-G-0000113446","Inburgering imams dient meer de politiek dan de integratie"," hen is zo'n opleiding '","water naar de zee"," dragen . ' Volgens Blessing","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.6.s.3.w.7 p.6.s.3.w.8 p.6.s.3.w.9 p.6.s.3.w.10",1,"dragen",2,18872,"WR-P-P-G","newspapers","WR-P-P-G-0000113446-p.6.s.3","water naar de zee dragen",5,5
"2779",12,"WR-P-P-G-0000719663","""Ik reken op mijn brede spelerskern''"," werken aan ons positiespel geen","water naar de zee"," dragen . Deze groep kan","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.3.s.4.w.8 p.3.s.4.w.9 p.3.s.4.w.10 p.3.s.4.w.11",1,"dragen",2,18873,"WR-P-P-G","newspapers","WR-P-P-G-0000719663-p.3.s.4","water naar de zee dragen",5,5
"2780",12,"WR-P-P-G-0000174008","ter vergelijking: Welke subsidie krijgt rock van eigen bodem?"," hebben , anders draag je","water naar de zee"," . Tot voor kort kreeg","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.1.s.4.w.15 p.1.s.4.w.16 p.1.s.4.w.17 p.1.s.4.w.18",1,"dragen",2,18874,"WR-P-P-G","newspapers","WR-P-P-G-0000174008-p.1.s.4","water naar de zee dragen",5,5
"2781",12,"WR-P-P-G-0000147211","Rechtvaardigheid is mijn drijfveer'"," al snel achter dat dit","water naar de zee"," dragen was . Ik had","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.4.s.1.w.14 p.4.s.1.w.15 p.4.s.1.w.16 p.4.s.1.w.17",1,"dragen",2,18875,"WR-P-P-G","newspapers","WR-P-P-G-0000147211-p.4.s.1","water naar de zee dragen",5,5
"2782",12,"WR-P-P-G-0000586354","""Voetbalbond mag uiteraard schorsen''"," draagt hij dan alleen maar","water naar de zee"," ? "" Ja "" ,","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.1.s.1.w.13 p.1.s.1.w.14 p.1.s.1.w.15 p.1.s.1.w.16",1,"dragen",2,18876,"WR-P-P-G","newspapers","WR-P-P-G-0000586354-p.1.s.1","water naar de zee dragen",5,5
"2783",12,"WR-P-P-G-0000107822","Schouten"," drassig land . Een beetje","water naar de zee"," dragen want in Mozambique is","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.2.s.1.w.3 p.2.s.1.w.4 p.2.s.1.w.5 p.2.s.1.w.6",1,"dragen",2,18877,"WR-P-P-G","newspapers","WR-P-P-G-0000107822-p.2.s.1","water naar de zee dragen",5,5
"2784",12,"WR-P-P-G-0000142652","KNVB ontbiedt bestuur armlastig Vitesse"," club , maar het is","water naar de zee"," dragen . Als het bedrijfsleven","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.12.s.4.w.14 p.12.s.4.w.15 p.12.s.4.w.16 p.12.s.4.w.17",1,"dragen",2,18878,"WR-P-P-G","newspapers","WR-P-P-G-0000142652-p.12.s.4","water naar de zee dragen",5,5
"2785",12,"WR-P-P-G-0000069711","Drugskoerier niet tegen te houden"," meer het gevoel dat we","water naar de zee"," dragen . Je hebt smokkelaars","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.6.s.2.w.14 p.6.s.2.w.15 p.6.s.2.w.16 p.6.s.2.w.17",1,"dragen",2,18879,"WR-P-P-G","newspapers","WR-P-P-G-0000069711-p.6.s.2","water naar de zee dragen",5,5
"2786",12,"WR-P-P-G-0000115203","Woordenboek Nederlands-Arabisch"," Basra brengen betekent bij ons","water naar de zee"," dragen . '' Daarnaast moest","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.6.s.2.w.8 p.6.s.2.w.9 p.6.s.2.w.10 p.6.s.2.w.11",1,"dragen",2,18880,"WR-P-P-G","newspapers","WR-P-P-G-0000115203-p.6.s.2","water naar de zee dragen",5,5
"2787",12,"WR-P-P-G-0000658435","Naar zee met Sabine"," dat dit net was als","water naar de zee"," dragen . "" Veel mensen","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.4.s.6.w.12 p.4.s.6.w.13 p.4.s.6.w.14 p.4.s.6.w.15",1,"dragen",2,18881,"WR-P-P-G","newspapers","WR-P-P-G-0000658435-p.4.s.6","water naar de zee dragen",5,5
"2788",12,"WR-P-P-G-0000125303","Grotere kwaliteit door 'Werken met baby's'"," de opdracht het gezegde '","water naar de zee"," dragen ' te tekenen .","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.5.s.3.w.8 p.5.s.3.w.9 p.5.s.3.w.10 p.5.s.3.w.11",1,"dragen",2,18882,"WR-P-P-G","newspapers","WR-P-P-G-0000125303-p.5.s.3","water naar de zee dragen",5,5
"2789",12,"WR-P-P-G-0000128808","Newcastle stoft het kolengruis van zich af en poetst zich op tot 'stad van de kunst'. Dat willen we zien."," brengen ' gold als '","water naar de zee"," dragen ' . Iedereen wist","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.2.s.3.w.12 p.2.s.3.w.13 p.2.s.3.w.14 p.2.s.3.w.15",1,"dragen",2,18883,"WR-P-P-G","newspapers","WR-P-P-G-0000128808-p.2.s.3","water naar de zee dragen",5,5
"2790",12,"WR-P-P-G-0000048901","'De LPF heeft niets nieuws in te brengen'"," . Zijn waterdragers dragen slechts","water naar de zee"," . De LPF heeft niets","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.8.s.3.w.5 p.8.s.3.w.6 p.8.s.3.w.7 p.8.s.3.w.8",1,"dragen",2,18884,"WR-P-P-G","newspapers","WR-P-P-G-0000048901-p.8.s.3","water naar de zee dragen",5,5
"2791",12,"WR-P-P-G-0000634010","Niet alle water is even"," , maar dan draag je","water naar de zee"," . Magnesium haal je vooral","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.14.s.3.w.42 p.14.s.3.w.43 p.14.s.3.w.44 p.14.s.3.w.45",1,"dragen",2,18885,"WR-P-P-G","newspapers","WR-P-P-G-0000634010-p.14.s.3","water naar de zee dragen",5,5
"2792",12,"WR-P-P-G-0000263980","OOK VANDEREYCKEN BLIJKT GEEN WONDERDOKTER"," de clubs gelijk staan met","water naar de zee"," dragen . Bovenal is een","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.14.s.2.w.13 p.14.s.2.w.14 p.14.s.2.w.15 p.14.s.2.w.16",1,"dragen",2,18886,"WR-P-P-G","newspapers","WR-P-P-G-0000263980-p.14.s.2","water naar de zee dragen",5,5
"2793",12,"WR-P-P-G-0000568578","Muzikaal vertier tussen meisjes van plezier"," straat komen lijkt misschien wel","water naar de zee"," dragen , maar de toon","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.3.s.3.w.12 p.3.s.3.w.13 p.3.s.3.w.14 p.3.s.3.w.15",1,"dragen",2,18887,"WR-P-P-G","newspapers","WR-P-P-G-0000568578-p.3.s.3","water naar de zee dragen",5,5
"2794",12,"WR-P-P-G-0000619152","""Die spuitjes doen pijn, maar ze redden hun leven''"," dit soort hulpverlening is als","water naar de zee"," dragen , dan moet je","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.9.s.3.w.11 p.9.s.3.w.12 p.9.s.3.w.13 p.9.s.3.w.14",1,"dragen",2,18888,"WR-P-P-G","newspapers","WR-P-P-G-0000619152-p.9.s.3","water naar de zee dragen",5,5
"2795",12,"WR-P-P-G-0000252758","Demotte brengt partners in verwarring"," De TBW noemt D'hondt ""","water naar de zee"," dragen '' omdat veel werkgevers","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.10.s.6.w.6 p.10.s.6.w.7 p.10.s.6.w.8 p.10.s.6.w.9",1,"dragen",2,18889,"WR-P-P-G","newspapers","WR-P-P-G-0000252758-p.10.s.6","water naar de zee dragen",5,5
"2796",12,"WR-P-P-I-0000000362","Overeenkomst inzake wetenschappelijke entechnische samenwerking EG/Israël"," evenals in Angola is het","water naar de zee"," dragen , weggegooid geld .","water naar de zee","N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.416.s.2.w.42 p.416.s.2.w.43 p.416.s.2.w.44 p.416.s.2.w.45",1,"dragen",2,18890,"WR-P-P-I","policy documents","WR-P-P-I-0000000362-p.416.s.2","water naar de zee dragen",5,5
"19062",74,"WR-P-P-G-0000230029","Dood omdat ze vrouw zijn"," onderzoeken naar de moorden ook","in het honderd"," lopen . "" Bewijzen of","in het honderd","VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)","VZ LID N","p.16.s.1.w.14 p.16.s.1.w.15 p.16.s.1.w.16",1,"lopen",1,19062,"WR-P-P-G","newspapers","WR-P-P-G-0000230029-p.16.s.1","in het honderd lopen",4,4
"19086",74,"WR-P-P-G-0000503840","Verhuis van 't Meibloempje uit de Kring is definitief"," gaat de klucht Het loopt","in 't honderd"," in première bij de Zottegemse","in het honderd","VZ(init) LID(bep,stan,evon) TW(hoofd,vrij)","VZ LID TW","p.2.s.1.w.10 p.2.s.1.w.11 p.2.s.1.w.12",1,"lopen",0,19086,"WR-P-P-G","newspapers","WR-P-P-G-0000503840-p.2.s.1","in het honderd lopen",4,4
"19052",74,"WR-P-P-G-0000683027","Parkeerprobleem schuld van bouwfirma's"," Daardoor loopt de situatie bovengronds","in het honderd"," . Vooral de zwakke weggebruiker","in het honderd","VZ(init) LID(bep,stan,evon) TW(hoofd,vrij)","VZ LID TW","p.2.s.5.w.6 p.2.s.5.w.7 p.2.s.5.w.8",1,"lopen",0,19052,"WR-P-P-G","newspapers","WR-P-P-G-0000683027-p.2.s.5","in het honderd lopen",4,4
"19082",74,"WR-P-P-G-0000278662","Oliespoor veroorzaakt verkeerschaos"," heeft gisteravond de avondspits compleet","in het honderd"," doen lopen . Een vrachtwagen","in het honderd","VZ(init) LID(bep,stan,evon) TW(hoofd,nom,zonder-n,basis)","VZ LID TW","p.2.s.1.w.15 p.2.s.1.w.16 p.2.s.1.w.17",1,"lopen",0,19082,"WR-P-P-G","newspapers","WR-P-P-G-0000278662-p.2.s.1","in het honderd lopen",4,4
"18983",74,"WR-P-P-H-0000041333","De echte liberalisering"," wordt gestuurd , loopt het","in het honderd"," . De Europese Commissie zegt","in het honderd","VZ(init) LID(bep,stan,evon) TW(hoofd,vrij)","VZ LID TW","p.3.s.3.w.28 p.3.s.3.w.29 p.3.s.3.w.30",1,"lopen",0,18983,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000041333-p.3.s.3","in het honderd lopen",4,4
"19107",74,"WR-P-P-G-0000039563","Gerbrands laat langebaanploeg van DSB stikken"," maatschappelijke klus na zijn volleybalcarrière","in het honderd"," heeft laten lopen . Gisteren","in het honderd","VZ(init) LID(bep,stan,evon) TW(hoofd,prenom,stan)","VZ LID TW","p.1.s.1.w.30 p.1.s.1.w.31 p.1.s.1.w.32",1,"lopen",0,19107,"WR-P-P-G","newspapers","WR-P-P-G-0000039563-p.1.s.1","in het honderd lopen",4,4
